player_id,first_name,last_name,position,bats,throws,dob,height,weight,batting_average,earned_run_average,wins_above_replacement,on_base_percentage,fielding_percentage,slugging_percentage,location_lat,location_long
650,Jim,Gibson,7,left,left,7/13/1998,77,223,0.306,,7.4,0.326,0.963,0.548,30.39946851,-97.7331137
651,Kye,Glover,7,right,right,3/21/2000,73,176,0.328,,9.3,0.364,0.998,0.567,30.28380186,-97.53522185
652,Jeremy,Barr,1,left,left,3/26/1997,80,181,0.289,4.17,4.8,0.336,0.981,0.508,30.36174335,-97.27095702
653,Adil,Strickland,5,switch,left,6/23/2000,67,244,0.272,,1.6,0.308,0.982,0.463,30.63447517,-97.6054313
654,Chris,Evans,8,right,left,3/18/1995,72,194,0.22,,7.6,0.382,0.976,0.352,30.76362454,-97.539463
655,Farhan,Grant,1,right,right,3/25/1995,79,187,0.242,4.44,1,0.365,0.979,0.447,30.31535346,-97.45890598
656,Violet,Fitzpatrick,1,switch,left,9/10/2002,71,221,0.324,2.49,7,0.356,0.992,0.373,30.37239045,-97.65127107
657,Kian,Fletcher,4,switch,left,1/22/2002,76,220,0.324,,1.7,0.358,0.964,0.391,30.67003934,-97.36002774
658,Joshua,Vincent,1,left,left,10/24/1996,67,249,0.235,2.61,10,0.357,0.985,0.493,30.57110475,-97.63547457
659,Albert,Riley,6,right,left,7/14/1998,79,171,0.241,,5.7,0.375,0.967,0.435,30.51013552,-97.54456402
660,Rodolfo,Cox,9,left,right,9/18/1996,67,170,0.341,,8.1,0.363,0.976,0.544,30.48192837,-97.27315644
661,Dario,Acosta,1,switch,right,11/26/1999,68,236,0.247,2.94,1.6,0.375,0.988,0.359,30.47051989,-97.49030832
662,Jovany,Dawson,2,right,left,10/27/1997,75,190,0.301,,0.4,0.351,0.953,0.553,30.70561633,-97.28162076
663,Charlie,Gonzales,4,switch,left,12/25/1999,79,198,0.291,,6.3,0.353,0.96,0.368,30.32524662,-97.57157166
664,Aarav,Mayer,2,switch,left,9/18/2000,75,209,0.332,,3.4,0.303,0.992,0.437,30.54286656,-97.72202169
665,Lawrence,Wyatt,1,left,left,3/31/1995,79,210,0.217,4.72,4.1,0.35,0.968,0.478,30.32069636,-97.34341105
666,Jon,Chang,2,left,left,3/18/2001,78,200,0.243,,1.4,0.351,0.969,0.422,30.72743661,-97.71277975
667,Antony,Michael,2,right,left,6/30/2000,70,230,0.252,,4.8,0.306,0.977,0.572,30.44099424,-97.37551629
668,Enzo,Cochran,9,left,left,8/16/1999,79,149,0.3,,0.9,0.305,0.957,0.569,30.43209634,-97.428582
669,Gethin,Huffman,6,right,left,8/17/1996,80,216,0.22,,1.2,0.321,0.997,0.459,30.59298947,-97.48000628
670,Gerardo,Sweeney,2,right,right,2/21/1997,75,248,0.283,,8.5,0.32,0.995,0.525,30.64883594,-97.24626617
671,Mohamed,Walter,1,left,right,8/24/2002,70,228,0.24,2.13,0.7,0.376,0.968,0.415,30.67772499,-97.29550409
672,Roberto,Fry,1,left,right,8/7/1996,75,207,0.202,3.83,7,0.323,0.95,0.537,30.4983739,-97.6314322
673,Kyran,Raymond,1,right,left,11/25/1998,71,234,0.341,2.86,7,0.357,0.985,0.503,30.64035518,-97.30265494
674,Albert,Walton,3,switch,right,3/20/1998,78,168,0.245,,1.9,0.33,0.998,0.495,30.31051538,-97.38886821
675,Max,Jackson,7,switch,left,12/13/1996,76,243,0.309,,7.1,0.376,0.992,0.362,30.31349665,-97.3115568
676,Mack,Carney,7,left,left,10/18/1999,78,194,0.274,,2,0.381,0.981,0.56,30.74303282,-97.5494595
677,Adam,Garrett,6,left,left,8/19/2000,68,159,0.306,,9.4,0.39,0.965,0.524,30.35338795,-97.39103769
678,Leroy,Torres,9,left,left,2/14/1996,76,204,0.316,,4.1,0.359,0.954,0.464,30.29659347,-97.41558925
679,Kyran,Bridges,6,right,left,4/12/1997,66,153,0.311,,5,0.339,0.991,0.38,30.74641521,-97.57598363
680,Declan,Jacobs,1,right,right,6/29/1997,73,163,0.284,2.21,6.3,0.308,0.967,0.419,30.72932843,-97.42836898
681,Pearl,Allison,7,switch,right,11/6/1999,65,230,0.326,,5.4,0.337,0.994,0.361,30.52550209,-97.47268206
682,Zechariah,Colon,1,right,right,1/22/2000,77,157,0.308,2.21,9.9,0.3,0.994,0.591,30.42266356,-97.40021051
683,Ramon,Booth,1,left,left,8/14/1998,69,174,0.312,4.2,8.2,0.365,0.994,0.412,30.33064915,-97.64318892
684,Lawrence,Hammond,4,left,right,1/12/2000,68,202,0.245,,4.5,0.395,0.992,0.504,30.73946812,-97.2862287
685,Roy,Walter,2,right,right,12/7/1995,77,217,0.345,,5.7,0.324,0.967,0.36,30.70307299,-97.59822222
686,Marc,Kidd,1,right,left,10/14/2003,75,242,0.291,2.14,2.9,0.396,0.962,0.422,30.42300809,-97.57318442
687,Leroy,Frey,3,right,left,10/29/1996,77,146,0.23,,6.5,0.372,0.977,0.492,30.27256196,-97.37546998
688,Donald,Kelley,2,right,left,11/28/1996,71,178,0.341,,1.7,0.335,0.963,0.566,30.47458734,-97.44000147
689,Muhammad,Barry,9,left,left,8/14/1996,67,160,0.236,,4.4,0.343,0.978,0.358,30.31133672,-97.45595583
690,Lloyd,Shaffer,5,right,left,12/15/2000,76,216,0.313,,0.4,0.365,0.954,0.413,30.53603591,-97.47751908
691,Jefferson,Reid,4,right,left,12/4/1995,75,174,0.291,,6.7,0.336,0.998,0.438,30.57250293,-97.49881007
692,Sam,Chavez,1,left,right,4/15/2003,68,217,0.313,2.11,3.3,0.316,0.974,0.352,30.57337686,-97.38899799
693,Frances,Cordova,1,right,left,7/14/2001,71,198,0.312,3.93,6.6,0.351,0.97,0.406,30.42007716,-97.55846971
694,Bryant,Leonard,4,switch,right,4/17/1995,66,220,0.32,,7.6,0.382,0.976,0.463,30.56168778,-97.40121051
695,Angus,Phillips,1,right,left,4/8/1995,65,146,0.263,4,8.5,0.394,0.995,0.508,30.43018073,-97.6558486
696,Leland,Lawrence,9,right,right,3/18/1996,73,167,0.327,,4,0.323,0.965,0.424,30.62313686,-97.46590252
697,Faith,Petersen,1,right,left,2/13/2003,78,198,0.251,2.41,0.6,0.378,0.995,0.526,30.66239503,-97.43344058
698,Gavin,Vang,4,left,right,3/11/2001,77,190,0.34,,5.9,0.328,0.989,0.6,30.74634395,-97.32238906
699,Oscar,Holmes,4,left,left,1/8/1997,70,147,0.279,,1.3,0.367,0.953,0.531,30.43815923,-97.51687615
700,Cayden,Booth,8,right,right,2/20/2003,72,171,0.209,,0.4,0.335,0.995,0.449,30.71092118,-97.54027575
701,Jefferson,Beck,1,right,left,12/26/2003,73,215,0.291,4.24,6.7,0.374,0.984,0.543,30.69481596,-97.34114947
702,Gauge,Chang,1,switch,right,2/4/1997,80,218,0.207,2.45,0.3,0.36,0.952,0.363,30.3066652,-97.52586626
703,Charles,French,1,right,right,8/6/2000,68,186,0.328,2.91,1.4,0.35,0.978,0.459,30.57037062,-97.43799613
704,first_name,Valenzuela,5,switch,left,8/23/1997,69,205,0.227,,6.3,0.365,0.982,0.538,30.41521385,-97.40154443
705,Mauricio,Wood,1,right,right,2/1/2001,80,243,0.339,2.05,7.4,0.349,0.966,0.385,30.34284302,-97.28655201
706,Aarav,Jackson,5,switch,right,7/13/1995,71,220,0.334,,1.6,0.336,0.975,0.51,30.74125436,-97.57886829
707,Andy,Perkins,1,right,left,4/25/1995,71,205,0.246,2.39,6.2,0.396,0.987,0.426,30.39296627,-97.58632897
708,Leroy,Flynn,7,switch,left,4/14/2002,65,145,0.289,,9.5,0.384,0.977,0.441,30.44141763,-97.71508183
709,Charlie,Li,1,left,left,11/17/1998,70,161,0.31,2.21,4.1,0.354,0.951,0.59,30.29217683,-97.67873845
710,Felipe,Parsons,9,left,left,5/31/2001,66,167,0.273,,4.2,0.31,0.965,0.594,30.7606403,-97.61118569
711,Erik,Phillips,1,left,right,4/12/2003,76,158,0.347,3.18,8.8,0.374,0.997,0.364,30.67507043,-97.34659053
712,Jonathan,Michael,1,switch,right,10/22/1997,80,224,0.276,3.05,9.9,0.375,0.991,0.37,30.36844171,-97.60827814
713,Gavin,Webster,1,right,left,6/4/1999,74,197,0.234,4.33,6.6,0.374,0.987,0.525,30.6671992,-97.41915458
714,Gus,Arroyo,7,left,left,12/3/1996,76,216,0.258,,9.5,0.358,0.974,0.41,30.36674843,-97.66492942
715,Raphael,Schneider,1,left,right,4/27/2003,67,211,0.296,4.03,1.2,0.346,0.963,0.514,30.38416981,-97.48662998
716,Jacob,Friedman,9,right,right,5/9/2001,76,163,0.263,,4.5,0.309,0.976,0.38,30.59072949,-97.44432297
717,Jovany,Hardin,2,left,right,1/29/1998,73,178,0.343,,2,0.373,0.966,0.396,30.56415638,-97.50122256
718,Marcos,Flynn,1,left,right,10/27/1997,68,177,0.283,2.92,8.1,0.306,0.975,0.563,30.63860441,-97.53808063
719,Chris,Michael,1,switch,right,1/9/1998,68,148,0.333,5,9.5,0.341,0.981,0.452,30.73415946,-97.50206698
720,Alfonso,Christian,1,switch,right,1/23/2003,79,248,0.293,3.71,7.4,0.327,0.966,0.409,30.66127927,-97.49204362
721,Andre,Sanders,5,right,right,1/14/2000,78,246,0.21,,3.3,0.313,0.98,0.55,30.30552551,-97.37139626
722,Kian,Warren,4,switch,left,9/23/2002,76,140,0.237,,6.4,0.352,0.993,0.582,30.62603633,-97.44351834
723,Jerimiah,Vincent,7,right,left,7/3/1995,74,247,0.235,,0.7,0.321,0.975,0.401,30.41956629,-97.70430427
724,Jax,Smith,8,right,right,1/17/1997,74,151,0.218,,7.2,0.387,0.995,0.417,30.70810643,-97.34992684
725,Rodolfo,Ross,1,left,left,7/1/1999,74,145,0.296,4.62,7.2,0.38,0.952,0.534,30.4613686,-97.38178582
726,Zakariya,Ward,1,switch,right,11/4/1996,79,237,0.346,3.14,8.5,0.37,0.99,0.487,30.58539925,-97.65107754
727,Braylon,Flynn,8,right,left,8/21/1998,65,144,0.232,,9.5,0.395,0.99,0.518,30.32658253,-97.37439177
728,Salvatore,Parsons,1,right,right,5/27/2003,79,142,0.209,2.01,5.3,0.376,0.975,0.552,30.49421026,-97.50721747
729,Aoife,Durham,5,right,right,3/26/2002,69,222,0.208,,2.4,0.38,0.975,0.507,30.5205661,-97.60955628
730,Jeremy,Frazier,8,left,left,5/6/1996,77,164,0.207,,4,0.321,0.957,0.359,30.66812176,-97.25381451
731,Robert,Stout,7,right,left,3/13/1998,73,185,0.327,,3.5,0.35,0.972,0.588,30.39065143,-97.60127217
732,Lucas,Booker,1,left,left,2/10/1995,73,229,0.209,2.23,6.2,0.338,0.97,0.463,30.61383106,-97.57521649
733,Eden,Rodriguez,1,left,left,11/29/2003,72,199,0.22,4.85,6.9,0.323,0.955,0.406,30.62558023,-97.29199618
734,Sean,Griffin,1,right,left,7/2/1995,79,238,0.273,2.01,5.4,0.317,0.952,0.451,30.58037857,-97.64816768
735,Billy,Carpenter,1,right,left,1/3/2003,75,144,0.234,3.41,0.5,0.364,0.993,0.478,30.35809065,-97.31255851
736,Gordon,Hinton,1,right,right,6/23/2001,76,180,0.201,3,1.2,0.358,0.951,0.575,30.53269444,-97.68618257
737,Antony,Glover,1,right,right,7/9/2003,74,167,0.241,3.2,3.4,0.389,0.99,0.398,30.65008384,-97.60509027
738,Faris,Curry,3,right,left,1/28/2003,75,229,0.252,,4.6,0.316,0.992,0.442,30.33520052,-97.72880473
739,Ramon,Chang,1,right,left,6/20/1997,70,164,0.331,2.4,0.8,0.363,0.953,0.36,30.3968652,-97.52549991
740,Carsen,Mckenzie,2,left,right,9/14/1996,72,242,0.28,,1.3,0.371,0.954,0.365,30.64900376,-97.55000721
741,Lloyd,Gutierrez,1,left,left,8/28/1996,65,161,0.28,3.48,5,0.334,0.967,0.56,30.43680119,-97.67518218
742,Laurence,Gardner,3,switch,right,1/13/2003,80,193,0.276,,4.9,0.311,0.982,0.366,30.68519201,-97.52265041
743,Jim,Walters,1,right,right,1/3/2004,68,188,0.298,2.66,2.3,0.347,0.955,0.398,30.64002377,-97.42653599
744,Aron,Davies,1,right,right,8/14/1999,80,200,0.305,3.84,7.1,0.349,0.95,0.572,30.57999578,-97.58173748
745,Hugh,Zhang,1,switch,left,1/2/2003,71,182,0.236,2.68,7.3,0.305,0.987,0.495,30.72498587,-97.30428851
746,Renee,Carpenter,2,right,right,12/23/2003,76,199,0.243,,7.2,0.357,0.975,0.408,30.52174999,-97.68628165
747,Octavio,Phillips,4,left,left,11/3/2003,75,243,0.243,,4.1,0.381,0.989,0.381,30.67542028,-97.60582002
748,Konner,Fitzpatrick,2,left,right,11/15/2003,79,186,0.239,,6.5,0.305,0.997,0.382,30.52502079,-97.62979524
749,Justus,Arnold,1,switch,left,2/9/2004,68,163,0.348,3.39,5.6,0.391,0.992,0.359,30.46726785,-97.57643073
750,Hussain,Reid,6,switch,left,6/2/1999,75,230,0.259,,8,0.386,0.972,0.6,30.36051568,-97.47403369
751,Arjun,Huffman,1,switch,right,11/2/2000,68,188,0.216,4.68,0.2,0.321,0.994,0.543,30.33820126,-97.36432696
752,Imran,Hays,1,switch,right,6/17/2000,66,174,0.3,4.42,3.1,0.317,0.989,0.501,30.30481259,-97.57504118
753,Erik,Roman,7,left,right,4/27/1998,75,248,0.327,,6.2,0.335,0.99,0.433,30.29073495,-97.65525279
754,Justus,Webster,7,right,right,10/30/1998,65,204,0.231,,5.2,0.331,0.996,0.595,30.48002996,-97.29734343
755,Matt,Walter,1,switch,left,12/22/1998,73,149,0.28,4.08,1.6,0.389,0.977,0.578,30.28389484,-97.27374272
756,Muhammad,Cordova,3,switch,left,3/8/1998,70,190,0.319,,2.6,0.305,0.975,0.353,30.63772223,-97.50579237
757,Faith,Davies,8,switch,right,7/27/2001,77,204,0.23,,7.9,0.375,0.99,0.393,30.337649,-97.3324937
758,Jim,last_name,4,left,left,10/27/1996,65,145,0.209,,9.9,0.333,0.981,0.369,30.56520296,-97.35434945
759,Leroy,Chang,2,switch,left,6/17/2001,76,185,0.214,,1.8,0.321,0.996,0.359,30.70917407,-97.49542301
760,Anthony,Gardner,1,switch,left,4/14/1996,69,246,0.266,3.93,9.4,0.306,0.995,0.388,30.39770858,-97.61312862
761,Antony,Watts,1,right,right,12/30/2003,73,177,0.25,4.36,2.4,0.356,0.995,0.517,30.63573723,-97.60147528
762,Jared,French,1,right,left,12/29/2003,65,229,0.298,3.54,6.6,0.341,0.965,0.366,30.76263751,-97.53234777
763,Clayton,Raymond,5,switch,left,8/6/2001,67,189,0.31,,1.3,0.359,0.983,0.421,30.31855756,-97.54448288
764,Musa,Acosta,1,switch,left,11/25/2001,72,153,0.289,4.13,6.6,0.327,0.969,0.368,30.43456255,-97.58503347
765,Rylee,Riley,1,right,left,5/1/1999,65,154,0.28,3.37,6.1,0.364,0.986,0.538,30.61571492,-97.62492784
766,Maximilian:,Phillips,2,right,left,4/30/1998,72,224,0.325,,0.6,0.353,0.955,0.439,30.44113157,-97.48707425
767,Louis,Walters,9,left,left,10/9/2002,79,192,0.208,,9.1,0.341,0.966,0.497,30.59480023,-97.43128194
768,Rhys,Franklin,1,right,right,12/22/1995,72,231,0.202,4.91,9.6,0.381,0.972,0.54,30.48838308,-97.69686094
769,Aaron,Clayton,8,switch,right,7/24/1997,74,142,0.305,,8.7,0.389,0.981,0.481,30.72449113,-97.52717757
770,Greg,Berry,7,right,right,1/16/1997,71,192,0.256,,4.5,0.324,0.967,0.546,30.42538991,-97.41820683
771,Jerimiah,Larson,3,switch,left,2/4/1996,70,183,0.285,,6.7,0.333,0.95,0.373,30.48414526,-97.55987838
772,Kira,Hutchinson,1,right,right,12/18/2000,77,181,0.343,4.73,2.6,0.385,0.968,0.391,30.68401111,-97.26351836
773,Andre,Owen,1,switch,right,10/17/1997,72,221,0.243,4.21,7.7,0.309,0.993,0.386,30.7476238,-97.639939
774,Julian,Roman,7,switch,right,8/30/1997,70,156,0.256,,5.7,0.328,0.973,0.408,30.45143022,-97.7324568
775,Bridger,Glass,1,right,right,9/18/1997,75,206,0.304,2.47,1.3,0.357,0.973,0.402,30.64825154,-97.5601866
776,Robert,Reid,1,switch,right,8/8/2002,74,188,0.281,2.9,2.4,0.394,0.962,0.394,30.58413865,-97.38182954
777,Wilson,Joyce,1,right,left,1/16/2001,65,179,0.221,3.31,8.4,0.305,0.952,0.585,30.29273992,-97.59855802
778,Aiden,Huffman,1,switch,right,1/9/1997,70,154,0.283,2.89,1.1,0.339,0.97,0.439,30.72440649,-97.56301103
779,Ben,Smith,8,left,left,5/9/1995,72,160,0.279,,6.2,0.344,0.957,0.471,30.60289719,-97.52323265
780,Zechariah,Bush,1,right,left,2/26/2004,80,222,0.209,2.28,2.2,0.395,1,0.368,30.35785758,-97.70343141
781,Erik,Mayo,2,right,right,6/14/1999,68,146,0.347,,3.9,0.353,0.981,0.477,30.50321712,-97.71976716
782,Mack,Monroe,1,switch,right,2/1/2002,65,241,0.231,4.85,6,0.313,0.974,0.436,30.76007096,-97.38172886
783,Wilson,Newton,1,right,left,11/20/1998,71,199,0.326,4.86,5.5,0.384,0.966,0.585,30.54538955,-97.6567287
784,Devon,Phillips,5,left,right,11/1/2003,65,158,0.335,,1.2,0.332,0.969,0.581,30.39836108,-97.58774491
785,Kolton,Bridges,2,left,left,7/20/1995,79,249,0.315,,5.2,0.325,0.981,0.353,30.7649056,-97.61373878
786,Ernesto,Chambers,8,switch,left,6/7/1997,74,170,0.286,,8.3,0.307,0.95,0.472,30.33825649,-97.57098682
787,Erik,Mullen,1,switch,right,4/1/1998,77,215,0.203,2.41,9.7,0.328,0.951,0.544,30.46419538,-97.36271911
788,Heinz,Griffin,1,right,right,10/28/2003,71,153,0.338,3.56,3.9,0.359,0.987,0.513,30.43518808,-97.30533566
789,Eric,Fletcher,1,left,right,4/8/1995,75,222,0.316,3.82,0.8,0.352,0.954,0.452,30.59865931,-97.43247455
790,Justice,Wyatt,1,switch,left,7/26/1996,65,191,0.309,4.71,1,0.31,0.984,0.415,30.63343958,-97.43061273
791,Harris,Jensen,1,switch,left,12/27/1996,75,204,0.22,4.83,0.5,0.366,0.997,0.501,30.45446962,-97.34767414
792,Andre,Fry,7,left,left,10/4/1995,70,217,0.327,,6.9,0.318,0.967,0.36,30.57597973,-97.66943734
793,Chris,Glass,7,switch,left,8/4/1997,78,202,0.272,,6.3,0.309,0.982,0.596,30.46344441,-97.39192016
794,Joaquin,Glover,6,left,right,12/3/2000,69,191,0.252,,4.1,0.361,0.968,0.383,30.64937386,-97.55223332
795,Anika,Fox,2,right,right,11/11/2001,67,181,0.224,,5.7,0.362,0.992,0.378,30.74737173,-97.66247416
796,Sean,Rosario,2,left,left,2/6/2004,69,154,0.236,,1.4,0.303,0.99,0.407,30.42373806,-97.46712613
797,Matt,Yang,1,right,right,2/4/2004,69,236,0.268,3.87,8.6,0.392,0.999,0.424,30.63094851,-97.63956528
798,Uriah,Sharp,1,left,right,3/21/2003,67,145,0.258,3.22,7.3,0.32,0.996,0.435,30.3743586,-97.41266389
799,Jerimiah,Torres,8,left,left,9/19/1995,71,179,0.324,,0.4,0.317,0.96,0.366,30.63496037,-97.25566183
800,Jamal,Bradshaw,2,switch,left,1/26/2003,69,181,0.334,,4,0.312,0.986,0.507,30.75693337,-97.45989868
801,Kamden,Schneider,2,left,right,9/14/1997,80,247,0.28,,4.9,0.326,0.965,0.42,30.65125448,-97.40324879
802,Kolton,Cooke,3,switch,left,1/22/1999,80,225,0.25,,5.2,0.396,0.996,0.595,30.73761927,-97.47935421
803,Kyran,Mclaughlin,1,switch,right,3/24/2002,72,217,0.203,3.81,3.9,0.378,0.959,0.398,30.65624397,-97.45608292
804,Charlie,Walter,1,right,right,1/25/2002,70,227,0.255,2.32,0.2,0.332,0.981,0.555,30.67518783,-97.61769805
805,Lawrence,Fry,2,switch,right,7/4/1997,75,247,0.273,,2.3,0.325,0.973,0.438,30.4249576,-97.38871146
806,Julian,Hensley,1,right,left,1/20/2001,65,164,0.341,4.72,3.6,0.332,0.989,0.573,30.63131605,-97.71614816
807,Ayaan,Raymond,1,switch,left,10/7/1997,68,235,0.259,2.88,2.2,0.341,0.997,0.586,30.66127952,-97.31426083
808,Justus,Foley,1,right,left,8/18/2002,80,187,0.235,4.81,1.7,0.372,0.961,0.589,30.39301517,-97.6657086
809,Marcos,Hinton,3,right,left,4/20/1995,74,221,0.325,,6.8,0.325,0.963,0.398,30.45116389,-97.54708231
810,Frazer,Mckenzie,1,left,right,6/7/2002,65,237,0.307,4.29,7.3,0.307,0.999,0.539,30.4955688,-97.37222013
811,Frances,Arnold,2,switch,right,9/28/2000,75,202,0.339,,3.2,0.367,0.985,0.352,30.57770696,-97.33758259
812,Cayden,Wood,1,left,left,3/10/1997,79,175,0.335,2.75,6.4,0.364,0.981,0.578,30.45175875,-97.67790384
813,Konner,Christian,5,right,right,5/5/2003,80,198,0.314,,7.2,0.371,0.972,0.534,30.50809051,-97.42592424
814,Memphis,Mason,8,switch,right,1/7/2003,80,226,0.302,,5.7,0.31,0.953,0.357,30.56398967,-97.6560865
815,Aron,Owen,1,right,left,10/26/2001,71,248,0.255,4.7,5,0.319,0.969,0.557,30.47384777,-97.28698176
816,Chris,Jensen,4,switch,right,3/10/1997,75,177,0.281,,2.2,0.363,0.968,0.562,30.51693122,-97.58053027
817,Douglas,Riley,1,left,left,2/12/2002,69,199,0.275,3.67,1.4,0.39,0.967,0.354,30.57184663,-97.64943509
818,Matt,Benitez,8,right,right,12/29/2002,66,174,0.229,,0.2,0.336,0.986,0.418,30.51053579,-97.28783429
819,Andre,Schneider,8,left,left,5/30/1998,79,194,0.331,,3.8,0.398,0.956,0.402,30.67198554,-97.33389618
820,Jeremy,Trujillo,1,switch,left,12/14/1996,65,225,0.297,4.73,2.1,0.388,1,0.426,30.28926377,-97.33714753
821,Leonardo,Stephens,1,switch,left,1/10/1998,75,225,0.268,3.34,3.9,0.341,0.978,0.432,30.45245997,-97.47512097
822,Henry,Warren,2,right,right,11/8/1998,73,248,0.289,,2.7,0.329,0.952,0.549,30.46546889,-97.73585267
823,Madden,Castillo,9,left,right,5/11/2000,79,187,0.335,,7.2,0.37,0.993,0.569,30.61077099,-97.26863168
824,Billy,Hays,1,right,right,12/30/1996,71,250,0.317,3.71,2.6,0.333,0.956,0.559,30.39165932,-97.39098131
825,Koen,Chung,1,right,left,9/6/1995,66,199,0.332,2.99,1,0.379,0.971,0.517,30.32771257,-97.64375561
826,Antony,Gibson,3,right,left,12/24/2000,70,206,0.222,,6.2,0.333,0.985,0.492,30.66872013,-97.46746032
827,Travis,Larson,9,left,right,4/29/1995,71,222,0.272,,8.4,0.345,1,0.507,30.38807758,-97.64585956
828,Jan,last_name,2,right,left,6/3/1997,76,230,0.282,,5.2,0.325,0.954,0.418,30.28693483,-97.64344939
829,Jules,Cox,5,right,left,8/31/1998,70,185,0.304,,9.9,0.302,0.957,0.495,30.67599535,-97.3813215
830,Jakob,Lin,1,right,right,11/6/1998,73,200,0.241,3.81,4.6,0.347,0.99,0.509,30.44516134,-97.72659362
831,Julian,Monroe,8,right,right,2/8/1997,73,220,0.311,,6.2,0.37,0.957,0.581,30.29320475,-97.54388433
832,Anthony,Griffin,2,right,left,7/7/2003,71,191,0.227,,7.4,0.311,0.957,0.401,30.64712097,-97.46582907
833,Mohammed,Jensen,2,right,left,6/3/2002,65,217,0.204,,2.3,0.313,0.955,0.47,30.5850105,-97.51167068
834,Rhys,Yang,2,switch,right,5/5/2000,76,204,0.273,,3.7,0.343,0.964,0.55,30.70741804,-97.52714667
835,Fritz,Sharp,8,right,right,2/26/1996,74,210,0.301,,7.5,0.357,0.982,0.394,30.67892309,-97.42830532
836,Lukas,Sanders,8,switch,right,10/25/2003,67,194,0.348,,1.8,0.383,0.992,0.496,30.39547622,-97.57213209
837,Farhan,Glover,4,switch,left,1/27/2001,75,228,0.204,,3,0.379,0.974,0.446,30.76446179,-97.70687458
838,Nick,Hardin,1,right,left,7/17/2003,76,175,0.248,4.45,1.6,0.362,0.971,0.544,30.37228761,-97.62485072
839,Zachery,Carpenter,1,right,right,3/27/2000,78,182,0.34,3.83,0.1,0.39,0.982,0.472,30.51433061,-97.39820329
840,Laurence,Chung,2,left,left,5/30/1997,80,204,0.294,,5,0.338,0.968,0.425,30.56176897,-97.69365798
841,Melvin,Yang,1,right,right,9/3/2003,75,150,0.213,3.57,2.9,0.324,0.957,0.399,30.74867606,-97.62633904
842,Angus,Rosario,9,switch,right,11/24/1999,79,149,0.201,,2.6,0.346,0.988,0.352,30.46625907,-97.54835129
843,Ryan,Frazier,6,left,right,7/17/1997,72,220,0.201,,5.1,0.391,0.978,0.461,30.30423023,-97.36017905
844,Salvatore,Robles,9,left,left,2/19/1995,74,194,0.291,,6.3,0.3,0.997,0.522,30.33590979,-97.57574536
845,Faith,Turner,1,left,right,4/11/1996,68,215,0.306,3.24,0.2,0.383,0.991,0.48,30.73394915,-97.65088082
846,Jamal,Mayo,7,right,right,7/29/2001,65,235,0.254,,4.3,0.381,0.96,0.543,30.39866758,-97.29542456
847,Gordon,Strickland,1,left,right,9/22/2003,75,191,0.281,2.03,9.9,0.366,0.982,0.517,30.41013114,-97.57464067
848,Jon,Wood,9,switch,left,1/13/1999,66,140,0.269,,8.9,0.346,0.955,0.389,30.61234584,-97.66571437
849,Faith,Larson,1,switch,left,1/24/2003,70,203,0.297,3.39,2,0.327,0.973,0.589,30.68145431,-97.26239953
850,Devon,Davies,3,right,right,2/7/2000,74,167,0.232,,3.9,0.348,0.979,0.364,30.34454377,-97.68848804
851,Isaias,Booth,6,right,right,4/9/1995,67,150,0.263,,4.3,0.381,0.991,0.44,30.57645027,-97.25701792
852,Sam,Buchanan,6,right,left,4/21/1995,68,233,0.239,,4.8,0.3,0.965,0.52,30.60311318,-97.40734018
853,Leroy,Gentry,1,right,right,4/8/2002,77,167,0.29,2.7,7.8,0.348,0.963,0.482,30.40579897,-97.67128291
854,Kierce,Forbes,3,left,left,4/24/2002,80,200,0.309,,8.4,0.392,0.957,0.56,30.35609559,-97.51640672
855,Violet,Montoya,1,left,right,8/7/1996,68,187,0.332,3.1,3.7,0.366,0.952,0.357,30.55167239,-97.60068323
856,Matthew,Walters,1,right,left,12/11/1999,75,225,0.314,3.07,9.1,0.392,0.965,0.532,30.42925114,-97.70016414
857,Terry,Lawrence,1,left,left,10/2/2002,76,171,0.292,3.43,2.2,0.391,0.954,0.451,30.76365437,-97.7181046
858,Donald,Robles,1,left,right,5/6/1999,75,147,0.227,3.88,6.6,0.323,0.993,0.355,30.32820883,-97.69024377
859,Chris,Curry,1,switch,right,11/14/2002,79,192,0.219,2.57,9.6,0.371,0.952,0.427,30.60778441,-97.57696554
860,Larry,Decker,9,right,right,9/21/1995,71,204,0.313,,6.9,0.35,0.954,0.506,30.41917204,-97.31070593
861,Jacob,Hurley,5,left,left,10/30/2003,72,148,0.314,,7.5,0.309,0.963,0.598,30.45313146,-97.59987293
862,Ellis,Proctor,1,switch,left,3/26/1996,72,211,0.226,2.33,4.5,0.364,0.978,0.567,30.67648415,-97.36070986
863,Lawrence,Orozco,1,switch,left,12/9/2003,74,203,0.214,4.18,5.7,0.337,0.987,0.548,30.34222586,-97.52968778
864,Calvin,Evans,1,switch,left,8/18/2002,74,233,0.201,4.42,4,0.33,0.984,0.406,30.37875192,-97.65426823
865,Anika,Hensley,1,left,left,3/31/1995,77,219,0.236,2.1,9,0.32,0.977,0.469,30.28014067,-97.72770317
866,Justus,Booker,5,switch,right,10/26/2002,75,230,0.344,,8.1,0.307,0.995,0.46,30.41900076,-97.66404709
867,Theo,Sellers,1,right,left,5/13/1999,66,216,0.281,2.38,0.8,0.33,0.97,0.451,30.66862956,-97.55903367
